mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:prallprall
104	102	1213/3	1237/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1139									
104	102	1214/3	1238/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1140									
104	102	405	413	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1141									
104	102	1216/3	1240/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1142									
104	102	1217/3	1241/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1143									
104	102	406	414	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1144									
104	102	1219/3	1243/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1145									
104	102	1220/3	1244/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1146									
104	102	407	415	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1147									
104	102	1222/3	1246/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1148									
104	102	1223/3	1247/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1149									
104	102	404	412	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1150									
104	102	405	413	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1151									
104	102	406	414	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1152									
104	102	407	415	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1153									
104	102	406	414	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1154									
105	103	408	416	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	1155	ornamentTrill								
105	103	819/2	835/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1156									
105	103	410	418	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1157	ornamentTrill								
105	103	823/2	839/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1158									
105	103	408	416	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1159									
105	103	409	417	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1160									
105	103	410	418	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1161									
105	103	411	419	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1162									
106	104	412	420	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	1163	ornamentTrill								
106	104	827/2	843/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1164									
106	104	414	422	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1165	ornamentTrill								
106	104	831/2	847/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1166									
106	104	412	420	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1167									
106	104	413	421	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1168									
106	104	414	422	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1169									
106	104	415	423	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1170									
107	105	416	424	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	1171	ornamentTrill								
107	105	835/2	851/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1172									
107	105	418	426	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	1173	ornamentTrill								
107	105	839/2	855/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1174									
107	105	416	424	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1175									
107	105	417	425	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1176									
107	105	418	426	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1177									
107	105	419	427	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1178									
108	106	420	428	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1179									
108	106	421	429	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1180									
108	106	422	430	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1181									
108	106	1267/3	1291/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1182									
108	106	1268/3	1292/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1183									
108	106	423	431	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1184									
108	106	1270/3	1294/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1185									
108	106	1271/3	1295/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1186									
108	106	420	428	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	1187									
108	106	423	431	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1188									
109	107	424	432	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1189									
109	107	1273/3	1297/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1190									
109	107	1274/3	1298/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1191									
109	107	425	433	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1192									
109	107	1276/3	1300/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1193									
109	107	1277/3	1301/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1194									
109	107	426	434	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1195									
109	107	1279/3	1303/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1196									
109	107	1280/3	1304/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1197									
109	107	427	435	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1198									
109	107	1282/3	1306/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1199									
109	107	1283/3	1307/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1200									
109	107	424	432	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1201									
109	107	425	433	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1202									
109	107	426	434	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1203									
109	107	427	435	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1204									
109	107	426	434	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1205									
110	108	430	438	0.25		1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	1206									
110	108	1721/4	1753/4	0.125		9/16	9/16	Chord	2/2	1	1	1/32		1/32	1	1207									
110	108	3443/8	3507/8	0.125		19/32	19/32	Chord	2/2	1	1	1/32		1/32	1	1208									
110	108	861/2	877/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1209									
110	108	428	436	0.25		0	0	Chord	2/2	2	1	1/16		1/16	1	1210									
110	108	1713/4	1745/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16		1/16	1	1211								8	
110	108	857/2	873/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	1212								8	
110	108	1715/4	1747/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	1213								8	
110	108	429	437	0.25		1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	1214								8	
110	108	1717/4	1749/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	1215								8	
110	108	859/2	875/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	1216								8	
110	108	1719/4	1751/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	1217									
111	109	433	441	0.0		1/4	1/4	Chord	2/2	1	1	0	grace32	1/32	1	1218									
111	109	433	441	0.0		1/4	1/4	Chord	2/2	1	1	0	grace32	1/32	1	1219									
111	109	433	441	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1220									
111	109	434	442	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1221									
111	109	1303/3	1327/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1222									
111	109	1304/3	1328/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1223									
111	109	435	443	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1224									
111	109	1306/3	1330/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1225									
111	109	1307/3	1331/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1226									
111	109	433	441	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1227									
111	109	434	442	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1228									
111	109	435	443	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1229									
111	109	434	442	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1230									
112	110	437	445	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	1231									
112	110	1749/4	1781/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	1232									
112	110	875/2	891/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	1233									
112	110	1751/4	1783/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	1234									
112	110	438	446	0.25		1/2	1/2	Chord	2/2	1	1	1/16		1/16	1	1235									
112	110	1753/4	1785/4	0.25		9/16	9/16	Chord	2/2	1	1	1/16		1/16	1	1236									
112	110	877/2	893/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1237									
112	110	436	444	0.25		0	0	Chord	2/2	2	1	1/16		1/16	1	1238									
112	110	1745/4	1777/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16		1/16	1	1239								9	
112	110	873/2	889/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	1240								9	
112	110	1747/4	1779/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	1241									
113	111	441	449	0.0		1/4	1/4	Chord	2/2	1	1	0	appoggiatura	1/32	1	1242									
113	111	441	449	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1243									
113	111	442	450	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1244									
113	111	1327/3	1351/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1245									
113	111	1328/3	1352/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1246									
113	111	443	451	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1247									
113	111	1330/3	1354/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1248									
113	111	1331/3	1355/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1249									
113	111	441	449	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1250									
113	111	442	450	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1251									
113	111	443	451	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1252									
113	111	442	450	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1253									
114	112	446	454	0.125		1/2	1/2	Chord	2/2	1	1	1/32		1/32	1	1254									
114	112	3569/8	3633/8	0.125		17/32	17/32	Chord	2/2	1	1	1/32		1/32	1	1255									
114	112	1785/4	1817/4	0.125		9/16	9/16	Chord	2/2	1	1	1/32		1/32	1	1256									
114	112	3571/8	3635/8	0.125		19/32	19/32	Chord	2/2	1	1	1/32		1/32	1	1257									
114	112	893/2	909/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1258									
114	112	444	452	0.25		0	0	Chord	2/2	2	1	1/16		1/16	1	1259									
114	112	1777/4	1809/4	0.25		1/16	1/16	Chord	2/2	2	1	1/16		1/16	1	1260								10	
114	112	889/2	905/2	0.25		1/8	1/8	Chord	2/2	2	1	1/16		1/16	1	1261								10	
114	112	1779/4	1811/4	0.25		3/16	3/16	Chord	2/2	2	1	1/16		1/16	1	1262								10	
114	112	445	453	0.25		1/4	1/4	Chord	2/2	2	1	1/16		1/16	1	1263								10	
114	112	1781/4	1813/4	0.25		5/16	5/16	Chord	2/2	2	1	1/16		1/16	1	1264								10	
114	112	891/2	907/2	0.25		3/8	3/8	Chord	2/2	2	1	1/16		1/16	1	1265								10	
114	112	1783/4	1815/4	0.25		7/16	7/16	Chord	2/2	2	1	1/16		1/16	1	1266								10	
115	113	449	457	0.0		1/4	1/4	Chord	2/2	1	1	0	grace32	1/32	1	1267									
115	113	449	457	0.0		1/4	1/4	Chord	2/2	1	1	0	grace32	1/32	1	1268									
115	113	449	457	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1269									
115	113	450	458	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1270									
115	113	1351/3	1375/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1271									
115	113	1352/3	1376/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1272									
115	113	451	459	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1273									
115	113	1354/3	1378/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1274									
115	113	1355/3	1379/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1275									
115	113	449	457	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1276									
115	113	450	458	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1277									
115	113	451	459	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1278									
115	113	450	458	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1279									
116	114	452	460	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1280									
116	114	1357/3	1381/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1281									
116	114	1358/3	1382/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1282									
116	114	453	461	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1283									
116	114	1360/3	1384/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1284									
116	114	1361/3	1385/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1285									
116	114	454	462	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1286									
116	114	1363/3	1387/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1287									
116	114	1364/3	1388/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1288									
116	114	455	463	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1289									
116	114	1366/3	1390/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1290									
116	114	1367/3	1391/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1291									
116	114	452	460	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1292									
116	114	453	461	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1293									
116	114	454	462	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1294									
116	114	455	463	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1295									
117	115	456	464	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1296									
117	115	1369/3	1393/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1297									
117	115	1370/3	1394/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1298									
117	115	457	465	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1299									
117	115	1372/3	1396/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1300									
117	115	1373/3	1397/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1301									
117	115	458	466	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1302									
117	115	1375/3	1399/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1303									
117	115	1376/3	1400/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1304									
117	115	459	467	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1305									
117	115	1378/3	1402/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1306									
117	115	1379/3	1403/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1307									
117	115	456	464	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1308									
117	115	457	465	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1309									
117	115	458	466	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1310									
117	115	459	467	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1311									
117	115	458	466	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1312									
118	116	460	468	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1313									
118	116	1381/3	1405/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1314									
118	116	1382/3	1406/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1315									
118	116	461	469	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1316									
118	116	1384/3	1408/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1317									
118	116	1385/3	1409/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1318									
118	116	462	470	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1319									
118	116	1387/3	1411/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1320									
118	116	1388/3	1412/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1321									
118	116	463	471	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1322									
118	116	1390/3	1414/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1323									
118	116	1391/3	1415/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1324									
118	116	460	468	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1325									
118	116	461	469	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1326									
118	116	462	470	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1327									
118	116	463	471	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1328									
119	117	464	472	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1329									
119	117	1393/3	1417/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1330									
119	117	1394/3	1418/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1331									
119	117	465	473	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1332									
119	117	1396/3	1420/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1333									
119	117	1397/3	1421/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1334									
119	117	466	474	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1335									
119	117	1399/3	1423/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1336									
119	117	1400/3	1424/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1337									
119	117	467	475	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1338									
119	117	1402/3	1426/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1339									
119	117	1403/3	1427/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1340									
119	117	464	472	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1341									
119	117	465	473	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1342									
119	117	466	474	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1343									
119	117	467	475	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1344									
120	118		476	0.3333333333333333	1	0	0	Chord	2/2	1	1	1/12		1/8	2/3	1345									
120	118		1429/3	0.3333333333333333	1	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1346									
120	118		1430/3	0.3333333333333333	1	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1347									
120	118		477	0.3333333333333333	1	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1348									
120	118		1432/3	0.3333333333333333	1	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1349									
120	118		1433/3	0.3333333333333333	1	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1350									
120	118		478	0.3333333333333333	1	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1351									
120	118		1435/3	0.3333333333333333	1	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1352									
120	118		1436/3	0.3333333333333333	1	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1353									
120	118		479	0.3333333333333333	1	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1354									
120	118		1438/3	0.3333333333333333	1	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1355									
120	118		1439/3	0.3333333333333333	1	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1356									
120	118		476	1.0	1	0	0	Chord	2/2	2	1	1/4		1/4	1	1357									
121	119		481	0.5	1	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1358									
121	119		963/2	0.5	1	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1359									
121	119		482	1.0	1	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1360									
121	119		483	0.5	1	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1361									
121	119		967/2	0.5	1	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1362									
121	119		480	1.0	1	0	0	Chord	2/2	2	1	1/4		1/4	1	1363									
122	118	468	484	1.0	2	0	0	Chord	2/2	1	1	1/4		1/4	1	1364									
122	118	468	484	1.0	2	0	0	Chord	2/2	2	1	1/4		1/4	1	1365									
