mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text
37	35	138	138	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	866	
37	35	553/4	553/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	867	
37	35	277/2	277/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	868	
37	35	555/4	555/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	869	
37	35	139	139	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	870	
37	35	557/4	557/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	871	
37	35	279/2	279/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	872	
37	35	559/4	559/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	873	
37	35	140	140	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	874	
37	35	545/4	545/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	875	
37	35	549/4	549/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	876	
37	35	275/2	275/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	877	
37	35	551/4	551/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	878	
37	35	138	138	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	879	
37	35	553/4	553/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	880	
37	35	557/4	557/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	881	
37	35	279/2	279/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	882	
37	35	559/4	559/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	883	
37	35	140	140	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	884	
38	36	561/4	561/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	885	
38	36	565/4	565/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	886	
38	36	283/2	283/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	887	
38	36	567/4	567/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	888	
38	36	142	142	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	889	
38	36	569/4	569/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	890	
38	36	571/4	571/4	0.75	5/8	5/8	Chord	4/4	1	1	3/16		1/8	3/2	891	
38	36	287/2	287/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	892	
38	36	575/4	575/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	893	
38	36	144	144	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	894	
38	36	561/4	561/4	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	895	
38	36	561/4	561/4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	896	
38	36	281/2	281/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	897	
38	36	563/4	563/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	898	
38	36	141	141	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	899	
38	36	565/4	565/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	900	
38	36	283/2	283/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	901	
38	36	567/4	567/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	902	
38	36	142	142	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	903	
38	36	569/4	569/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	904	
38	36	285/2	285/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	905	
38	36	571/4	571/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	906	
38	36	143	143	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	907	
38	36	573/4	573/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	908	
38	36	287/2	287/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	909	
38	36	575/4	575/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	910	
38	36	144	144	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	911	
39	37	577/4	577/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	912	
39	37	289/2	289/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	913	
39	37	579/4	579/4	0.75	1/8	1/8	Chord	4/4	1	1	3/16		1/8	3/2	914	
39	37	291/2	291/2	0.5	5/16	5/16	Chord	4/4	1	1	1/8		1/8	1	915	
39	37	146	146	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	916	
39	37	585/4	585/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	917	
39	37	589/4	589/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	918	
39	37	591/4	591/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	919	
39	37	579/4	579/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	920	
39	37	145	145	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	921	
39	37	581/4	581/4	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	922	
39	37	583/4	583/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	923	
39	37	585/4	585/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	924	
39	37	293/2	293/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	925	
39	37	587/4	587/4	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	926	
39	37	147	147	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	927	
39	37	589/4	589/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	928	
39	37	295/2	295/2	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	929	
39	37	591/4	591/4	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	930	
39	37	148	148	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	931	
39	37	577/4	577/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	932	
39	37	579/4	579/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	933	
39	37	581/4	581/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	934	
39	37	583/4	583/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	935	
39	37	585/4	585/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	936	
40	38	593/4	593/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	937	
40	38	595/4	595/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	938	
40	38	599/4	599/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	939	
40	38	601/4	601/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	940	
40	38	151	151	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	941	
40	38	605/4	605/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	942	
40	38	607/4	607/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	943	
40	38	593/4	593/4	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	944	
40	38	297/2	297/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	945	
40	38	595/4	595/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	946	
40	38	149	149	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	947	
40	38	597/4	597/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	948	
40	38	299/2	299/2	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	949	
40	38	599/4	599/4	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	950	
40	38	150	150	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	951	
40	38	601/4	601/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	952	
40	38	301/2	301/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	953	
40	38	603/4	603/4	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	954	
40	38	605/4	605/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	955	
40	38	303/2	303/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8		1/8	1	956	
40	38	152	152	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	957	
40	38	593/4	593/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	958	
40	38	601/4	601/4	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	959	
41	39	609/4	609/4	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	960	
41	39	153	153	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	961	
41	39	613/4	613/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	962	
41	39	615/4	615/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	963	
41	39	617/4	617/4	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/32	1	964	
41	39	617/4	617/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	965	
41	39	609/4	609/4	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	966	
41	39	305/2	305/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	967	
41	39	611/4	611/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	968	
41	39	153	153	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	969	
41	39	613/4	613/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	970	
41	39	307/2	307/2	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	971	
41	39	615/4	615/4	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	972	
41	39	154	154	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	973	
41	39	617/4	617/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	974	
41	39	609/4	609/4	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	975	
41	39	617/4	617/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	976	
